Join_Count,TARGET_FID,F_id,F_version,F_created_at,F_updated_at,borocode,boroname,countyfips,nta2020,ntaname,ntaabbrev,ntatype,cdta2020,cdtaname,shape_leng,area_km2,Unique_Key,Created_Date,Closed_Date,Agency,Agency_Name,Problem__formerly_Complaint_Type_,Problem_Detail__formerly_Descriptor_,Additional_Details,Location_Type,Incident_Zip,Incident_Address,Street_Name,Cross_Street_1,Cross_Street_2,Intersection_Street_1,Intersection_Street_2,Address_Type,City,Landmark,Facility_Type,Status,Due_Date,Resolution_Description,Resolution_Action_Updated_Date,Community_Board,Council_District,Police_Precinct,BBL,Borough,X_Coordinate__State_Plane_,Y_Coordinate__State_Plane_,Open_Data_Channel_Type,Park_Facility_Name,Park_Borough,Vehicle_Type,Taxi_Company_Borough,Taxi_Pick_Up_Location,Bridge_Highway_Name,Bridge_Highway_Direction,Road_Ramp,Bridge_Highway_Segment,Latitude,Longitude,Location,Shape_Length,Shape_Area
1111,141,row-tqdt~c5ju-iptb,rv-5dpx_k35b-58db,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0802,Upper East Side-Carnegie Hill,UES_CrngHl,0,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),23778.4102558,1.864156614316107,67988718,02/13/2026 05:03:38 PM,02/13/2026 05:03:38 PM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,N/A,Street,10065,583 PARK AVENUE,PARK AVENUE,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST 92 STREET,N/A,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,02/13/2026 12:00:00 AM,08 MANHATTAN,4,Precinct 19,1013980001,MANHATTAN,993153,218189,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.765550335350000,-73.967860155720004,POINT (-73.967860155717 40.765550335348),0.072504360251305,0.000198845216388
1060,142,row-zfjq_xf86-tsgj,rv-qsef~si8u.x2n3,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0803,Upper East Side-Yorkville,UES_Yrkvl,0,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),18113.2939923,1.267675368339339,67980560,02/13/2026 10:35:18 PM,02/12/2026 08:02:59 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,ENTIRE BUILDING,RESIDENTIAL BUILDING,10128,1841 1 AVENUE,1 AVENUE,3 AVE,2 AVE,2 AVENUE,EAST 88 STREET,ADDRESS,NEW YORK,EAST 79 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,08 MANHATTAN,8,Precinct 19,1015580023,MANHATTAN,999450,224449,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.782723807300002,-73.945113820619994,POINT (-73.945113820623 40.782723807302),0.056453679118721,0.000135225157491
460,143,row-4jn6_exrb.yuut,rv-vkhq~swsc.gip9,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0901,Morningside Heights,MrngsdHts,0,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),17757.8076596,1.479297169659233,67985607,02/13/2026 12:02:00 PM,02/13/2026 10:40:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),SC,RESIDENTIAL BUILDING,10027,1180 AMSTERDAM AVENUE,AMSTERDAM AVENUE,W 118 ST,W 119 ST,MORNINGSIDE DRIVE,WEST 113 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,09 MANHATTAN,7,Precinct 26,1019730001,MANHATTAN,995310,233736,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.808220252079998,-73.960047785320000,POINT (-73.960047785324 40.808220252085),0.055315663848756,0.000157874445233
1340,144,row-46q2~ft5g.b2pv,rv-d87x-e3uz.zggt,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0902,Manhattanville-West Harlem,Mnhttnvl,0,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),17357.2460682,0.997309781448646,67985074,02/13/2026 06:45:12 PM,02/12/2026 05:20:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,10027,418 WEST  130 STREET,WEST  130 STREET,BROADWAY,RIVERSIDE DR,OLD BROADWAY,WEST 126 STREET,ADDRESS,NEW YORK,WEST  132 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,09 MANHATTAN,9,Precinct 26,1019690055,MANHATTAN,997569,236063,PHONE,Unspecified,MANHATTAN,,,,,,,,40.814604102319997,-73.951882947710004,POINT (-73.951882947712 40.814604102322),0.054534295593005,0.000106449024819
2649,145,row-m7xy~cvb9-92hn,rv-rv4w-4w6g.fwxs,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,0,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),17103.2131521,1.484944236325918,67983744,02/13/2026 03:52:49 PM,02/13/2026 06:48:07 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,10031,45 HAMILTON TERRACE,HAMILTON TERRACE,W 141 ST,W 142 ST,AMSTERDAM AVENUE,WEST 152 STREET,ADDRESS,NEW YORK,CONVENT AVENUE,N/A,Closed,,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,02/13/2026 12:00:00 AM,09 MANHATTAN,9,Precinct 30,1020500109,MANHATTAN,999069,239062,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.822833123149998,-73.946457332820003,POINT (-73.946457332823 40.822833123147),0.054518642911336,0.000158518429711
2370,146,row-m6sb-ub4s-uf6k,rv-2c97~8r4i-e7fj,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN1001,Harlem (South),Hrlm_S,0,MN10,MN10 Harlem (CD 10 Equivalent),16663.3393423,1.340272155091195,67980795,02/13/2026 12:24:44 PM,02/11/2026 04:30:25 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,BASIN BROKEN/LEAKING,RESIDENTIAL BUILDING,10026,63 WEST  119 STREET,WEST  119 STREET,FRAWLEY CIR,LENOX AVE,WEST 118 STREET,WEST 119 STREET,ADDRESS,NEW YORK,MANHATTAN AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,10 MANHATTAN,9,Precinct 28,1017180015,MANHATTAN,998946,231980,PHONE,Unspecified,MANHATTAN,,,,,,,,40.803395217039998,-73.946917251170007,POINT (-73.946917251169 40.803395217037),0.052990041028908,0.000143026453944
4725,147,row-b5bb.3jr5.vk5z,rv-mxcz-tehf.pqyu,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN1002,Harlem (North),Hrlm_N,0,MN10,MN10 Harlem (CD 10 Equivalent),32470.1550555,2.210462602521514,67982246,02/13/2026 06:18:10 PM,02/12/2026 07:29:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,CONTINUOUSLY RUNS,RESIDENTIAL BUILDING,10039,2785 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ESPLANADE GDNS PLZA,ADAM CLAYTON POWELL JR BLVD,WEST 142 STREET,8 AVENUE,ADDRESS,NEW YORK,7 AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,10 MANHATTAN,9,Precinct 32,1020450054,MANHATTAN,1000691,239731,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.824666467870003,-73.940595231969994,POINT (-73.940595231973 40.824666467868),0.078292009559829,0.000235939478250
1875,148,row-p2hf-ye72~r4eh,rv-tjxs-pd8a_mxp4,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN1101,East Harlem (South),EstHrlm_S,0,MN11,MN11 East Harlem (CD 11 Equivalent),21636.7245234,1.547221598182379,67980820,02/13/2026 07:33:37 PM,02/13/2026 05:06:38 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,10029,111 EAST  100 STREET,EAST  100 STREET,PARK AVE,LEXINGTON AVE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST 96 STREET,N/A,Open,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",02/13/2026 12:00:00 AM,11 MANHATTAN,8,Precinct 23,1016280006,MANHATTAN,998065,226692,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.788882515899999,-73.950110348650000,POINT (-73.950110348646 40.788882515898),0.059932565541029,0.000165075887738
2901,149,row-n5aq.m5fn~497h,rv-pgp2-6ncb_i7w6,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN1102,East Harlem (North),EstHrlm_N,0,MN11,MN11 East Harlem (CD 11 Equivalent),37229.5260912,2.426596772152155,67986463,02/13/2026 04:34:17 PM,02/12/2026 11:11:00 PM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,BOWL STOPPED UP,RESIDENTIAL BUILDING,10035,107 EAST  126 STREET,EAST  126 STREET,E 120 ST,PALADINO AVE,1 AVENUE,EAST 120 STREET,ADDRESS,NEW YORK,MADISON AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,11 MANHATTAN,9,Precinct 25,1017750006,MANHATTAN,1001415,232751,PHONE,Unspecified,MANHATTAN,,,,,,,,40.805506947909997,-73.937997120869994,POINT (-73.937997120865 40.805506947911),0.087593978300571,0.000258942581364
57,150,row-edc2~3nuh~u6e3,rv-bayn.vfch_kh2g,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN1191,Randall's Island,RndllsIsl,9,MN11,MN11 East Harlem (CD 11 Equivalent),28220.9641658,2.180144090139409,67985627,02/13/2026 01:56:00 PM,02/12/2026 12:12:08 PM,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),WC,Street,10035,20 BRONX SHORE ROAD,BRONX SHORE ROAD,CENTRAL RD,RFK BRIDGE ENTRANCE RAMP,PRIORE ROAD,KEHAYAS COURT,ADDRESS,NEW YORK,REILLY BOULEVARD,N/A,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,02/13/2026 06:40:00 PM,11 MANHATTAN,8,Precinct 25,1018190203,MANHATTAN,1005771,230573,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.799519400889999,-73.922269501719995,POINT (-73.922269501719 40.799519400885),0.078751337515518,0.000232606960490
4017,151,row-4cmn.aacr-9fj2,rv-aanu~jfy9-i5xr,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN1201,Washington Heights (South),WshHts_S,0,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),22198.2608859,1.953563465796352,67987900,02/13/2026 04:58:32 PM,02/13/2026 06:22:02 PM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,BOWL CRACKED OR LEAKING,RESIDENTIAL BUILDING,10032,518 WEST  159 STREET,WEST  159 STREET,EDWARD M MORGAN PL,RIVERSIDE DR,WEST 155 STREET,DEAD END,ADDRESS,NEW YORK,RIVERSIDE DRIVE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,12 MANHATTAN,10,Precinct 33,1021170026,MANHATTAN,1000352,243275,PHONE,Unspecified,MANHATTAN,,,,,,,,40.834394355630003,-73.941811603290006,POINT (-73.941811603292 40.834394355627),0.068843900085242,0.000208586735417
3930,152,row-wx35-wqbk.mp2k,rv-y4ve~9f2n.is55,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN1202,Washington Heights (North),WshHts_N,0,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),26731.5955312,2.301550521405100,67982249,02/13/2026 08:17:19 PM,02/13/2026 10:55:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,10040,65 WADSWORTH TERRACE,WADSWORTH TERRACE,WEST  183 STREET,WEST  185 STREET,BROADWAY TERRACE,FAIRVIEW AVENUE,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,N/A,Open,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",02/13/2026 12:00:00 AM,12 MANHATTAN,10,Precinct 34,1021700410,MANHATTAN,1003325,251372,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.856612314339998,-73.931044933319995,POINT (-73.931044933316 40.856612314343),0.083107341065168,0.000245799023718
2512,153,row-p2r7.ir5d.6rnm,rv-es56-hb4f-krdn,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN1203,Inwood,Inwd,0,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),23742.6967587,1.341257711853327,67987884,02/13/2026 03:14:10 PM,02/13/2026 06:38:36 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,FAUCET BROKEN/MISSING/LEAKING,RESIDENTIAL BUILDING,10034,34 SEAMAN AVENUE,SEAMAN AVENUE,ACADEMY ST,W 204 ST,WEST 219 STREET,WEST 220 STREET,ADDRESS,NEW YORK,9 AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,12 MANHATTAN,10,Precinct 34,1022470029,MANHATTAN,1004502,255201,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.867119139380002,-73.926778575509999,POINT (-73.926778575506 40.867119139383),0.073067871351249,0.000143262882150
71,154,row-4km7_mjj6~b4je,rv-m93r-sqru.tt68,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN1291,Highbridge Park,HghbrdgPk,9,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),27608.2158158,0.720145254800475,67959463,02/11/2026 08:11:00 AM,01/11/2026 05:49:39 PM,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),WC,Street,10033,2301 AMSTERDAM AVENUE,AMSTERDAM AVENUE,W 173 ST,W 174 ST,WASHINGTON BRIDGE,HARLEM RIVER SHORELINE,ADDRESS,NEW YORK,WASHINGTON BRIDGE,N/A,Assigned,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/12/2026 04:30:00 AM,12 MANHATTAN,10,Precinct 33,1021060001,MANHATTAN,1002428,246570,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.843434141400003,-73.934300556820006,POINT (-73.934300556824 40.8434341414),0.080854243910523,0.000076898172683
19,155,row-yagp-tzrp.ubcf,rv-n27m_6mj3_wf68,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN1292,Inwood Hill Park,InwdHlPk,9,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),23769.6972557,0.929754276488181,67576559,01/22/2026 07:32:00 PM,01/22/2026 09:20:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),WC3,Street,10034,5106 BROADWAY,BROADWAY,10 AVE,W 219 ST,DYCKMAN STREET,STAFF STREET,ADDRESS,NEW YORK,INWOOD HILL PARK,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/22/2026 09:20:00 PM,12 MANHATTAN,10,Precinct 34,1022140001,MANHATTAN,1008123,256799,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.871496109290000,-73.913681107610003,POINT (-73.913681107614 40.871496109292),0.065823390754811,0.000099318584335
126,156,row-ime5~ca64-rndk,rv-zded.srpq~ggsu,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN6491,Central Park,CntrlPk,9,MN64,MN64 Central Park (JIA 64 Equivalent),32721.0974785,3.559384321147676,67979023,02/13/2026 04:20:55 PM,02/14/2026 12:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,N/A,Street,10024,CENTRAL PARK WEST,CENTRAL PARK WEST,CENTRAL PARK WEST,WEST 101 STREET,CENTRAL PARK WEST,WEST 86 STREET,INTERSECTION,MANHATTAN,5 AVENUE,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,02/14/2026 12:30:00 AM,07 MANHATTAN,6,Precinct 20,1011110001,MANHATTAN,992742,225382,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.785293634500000,-73.969334776059995,POINT (-73.969334776057 40.785293634495),0.099740435048449,0.000379714763729
1081,157,row-czu8_iq6b_4w6j,rv-bz8a.ikae-xsna,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),47392.9789879,5.416465159041295,67984240,02/13/2026 09:47:00 PM,02/13/2026 10:10:00 PM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),WA2,Street,11105,22-50 31 STREET,31 STREET,DITMARS BLVD,AMTRAK-CONNECTING RAIL LINE,31 STREET,DITMARS BOULEVARD,ADDRESS,ASTORIA,38 STREET,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 10:10:00 PM,01 QUEENS,22,Precinct 114,4008440059,QUEENS,1008623,221670,ONLINE,Unspecified,QUEENS,,,,,,,,40.775075654230001,-73.912000832470000,POINT (-73.912000832472 40.775075654234),0.148197619212547,0.000577784579732
734,158,row-mz6e.uf2a-emek,rv-a68i_6rx4~8e2c,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN0102,Old Astoria-Hallets Point,OldAstr,0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),15102.2622804,1.030406677765443,67985879,02/13/2026 07:28:03 PM,02/13/2026 07:28:03 PM,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,SJ,Street,11102,21-12 30 ROAD,30 ROAD,21 ST,23 ST,26 AVENUE,27 AVENUE,ADDRESS,ASTORIA,4 STREET,N/A,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,02/13/2026 12:00:00 AM,01 QUEENS,22,Precinct 114,4005500007,QUEENS,1004119,219436,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.768955181339997,-73.928269204649993,POINT (-73.928269204651 40.768955181338),0.047798593337846,0.000109906761668
1090,159,row-r5ae~7qhe~q7ts,rv-9amw~wrby.qcdd,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN0103,Astoria (Central),Astr_C,0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),21571.9915364,1.958869176131706,67986455,02/13/2026 07:08:08 PM,02/12/2026 12:16:00 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,LEAKING INTO OTHER APARTMENT,RESIDENTIAL BUILDING,11106,23-11 31 ROAD,31 ROAD,31 AVE,BROADWAY,38 STREET,BROADWAY,ADDRESS,ASTORIA,33 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,01 QUEENS,22,Precinct 114,4005690017,QUEENS,1003968,218289,ONLINE,Unspecified,QUEENS,,,,,,,,40.765807302879999,-73.928817707489998,POINT (-73.928817707488 40.765807302882),0.068233591324626,0.000208915644570
862,160,row-rjuj.xns4_njvb,rv-xfqh.m8pr_cmcm,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN0104,Astoria (East)-Woodside (North),Astr_E,0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),24360.9286823,2.419409685870646,67987047,02/13/2026 01:05:00 PM,02/13/2026 10:17:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),SA,RESIDENTIAL BUILDING,11377,30-24 HOBART STREET,HOBART STREET,30 AVE,51 ST,ASTORIA BOULEVARD SOUTH,28 AVENUE,ADDRESS,WOODSIDE,38 STREET,N/A,Open,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 10:17:00 AM,01 QUEENS,26,Precinct 114,4007520058,QUEENS,1010083,215880,PHONE,Unspecified,QUEENS,,,,,,,,40.759179467709998,-73.906751732830003,POINT (-73.906751732828 40.759179467705),0.079175227618336,0.000258014754507
838,161,row-4huq-hzf9.4nyf,rv-fyh2.bux8~mjci,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN0105,Queensbridge-Ravenswood-Dutch Kills,Qnsbrdg,0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),27093.7842312,2.575447925609034,67985354,02/13/2026 12:34:01 PM,02/13/2026 12:33:04 PM,DOT,Department of Transportation,Street Condition,Cave-in,N/A,Street,11101,38-03 21 STREET,21 STREET,38 AVENUE,39 AVENUE,38 AVENUE,39 AVENUE,ADDRESS,LONG ISLAND CITY,21 STREET,N/A,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,02/13/2026 12:37:05 PM,01 QUEENS,26,Precinct 114,4003910013,QUEENS,1001082,215189,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.757304567280002,-73.939243971530004,POINT (-73.939243971531 40.757304567284),0.087658184550611,0.000274650204659
2,162,row-kv2k.8hjz~vvh8,rv-xzrw~tesw~j36a,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,QN0151,Rikers Island,RkrsIsl,5,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),18897.4877455,1.687494361239083,67894787,02/08/2026 12:44:18 PM,02/11/2026 11:29:21 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,ENTIRE BUILDING,RESIDENTIAL BUILDING,11370,11-11 HAZEN STREET,HAZEN STREET,RIKERS ISLAND ACCESS ROAD,UNNAMED STREET,RIKERS ISLAND ACCESS ROAD,UNNAMED STREET,ADDRESS,EAST ELMHURST,RIKERS ISLAND,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,02/11/2026 12:00:00 AM,01 QUEENS,22,Precinct 114,2026050040,QUEENS,1016332,228466,ONLINE,Unspecified,QUEENS,,,,,,,,40.793704229850000,-73.884134918629996,POINT (-73.884134918626 40.79370422985),0.061468029048168,0.000180044835415
61,163,row-ps45_7zis_g98j,rv-9nff~dia2.jssm,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN0161,Sunnyside Yards (North),SnnysdYd_N,6,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),16111.6114779,0.418095893790279,67827645,02/02/2026 02:01:59 PM,02/03/2026 03:04:35 PM,DOT,Department of Transportation,Street Condition,Cave-in,N/A,Street,11101,35-02 NORTHERN BOULEVARD,NORTHERN BOULEVARD,35 STREET,38 AVENUE,35 STREET,38 AVENUE,ADDRESS,LONG ISLAND CITY,NORTHERN BOULEVARD,N/A,Closed,,"The Department of Transportation inspected the condition and made the determination that the street meets resurfacing standards and will be planned for either the next or future resurfacing seasons (2 - 3 years). The Department of Transportation works with Community Boards and elected officials to determine resurfacing priority. For specific scheduling information regarding your street, contact your Community Board.",02/03/2026 03:04:38 PM,01 QUEENS,26,Precinct 114,4002140251,QUEENS,1003910,213268,PHONE,Unspecified,QUEENS,,,,,,,,40.752026076310003,-73.929041771209995,POINT (-73.929041771209 40.752026076308),0.056226854826095,0.000044582237567
7,164,row-vw4c.nv3i~njds,rv-eefc.6hyy-thqr,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN0171,St. Michael's Cemetery,StMchlCem,7,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),8656.46241913,0.407725444745951,65741582,08/02/2025 01:39:02 PM,08/04/2025 07:13:26 AM,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",N/A,Street,11103,72-02 ASTORIA BOULEVARD SOUTH,ASTORIA BOULEVARD SOUTH,49 STREET,73 ST PEDESTRIAN OVERPASS,49 STREET,73 ST PEDESTRIAN OVERPASS,ADDRESS,ASTORIA,ASTORIA BOULEVARD SOUTH,,Closed,,The Department of Transportation has determined that this issue is not within its jurisdiction.,08/04/2025 07:13:30 AM,01 QUEENS,22,Precinct 114,4010160310,QUEENS,1012841,218572,ONLINE,Unspecified,QUEENS,,,,,,,,40.766559820980000,-73.896784858120000,POINT (-73.896784858124 40.766559820979),0.027248242716611,0.000043484195392
