Join_Count,TARGET_FID,F_id,F_version,F_created_at,F_updated_at,borocode,boroname,countyfips,nta2020,ntaname,ntaabbrev,ntatype,cdta2020,cdtaname,shape_leng,area_km2,Unique_Key,Created_Date,Closed_Date,Agency,Agency_Name,Problem__formerly_Complaint_Type_,Problem_Detail__formerly_Descriptor_,Additional_Details,Location_Type,Incident_Zip,Incident_Address,Street_Name,Cross_Street_1,Cross_Street_2,Intersection_Street_1,Intersection_Street_2,Address_Type,City,Landmark,Facility_Type,Status,Due_Date,Resolution_Description,Resolution_Action_Updated_Date,Community_Board,Council_District,Police_Precinct,BBL,Borough,X_Coordinate__State_Plane_,Y_Coordinate__State_Plane_,Open_Data_Channel_Type,Park_Facility_Name,Park_Borough,Vehicle_Type,Taxi_Company_Borough,Taxi_Pick_Up_Location,Bridge_Highway_Name,Bridge_Highway_Direction,Road_Ramp,Bridge_Highway_Segment,Latitude,Longitude,Location,Shape_Length,Shape_Area
0,117,row-bucd_5tx5-8mj7,rv-33qs-5nm7_eziy,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX2791,Bronx Park,BxPk,9,BX27,BX27 Bronx Park (JIA 27 Approximation),32846.0120033,3.108672135757309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097857405454974,0.000332004020239
0,118,row-3uyd_ubq4_9z3u,rv-qnwp~xr3u.nm7h,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX2891,Pelham Bay Park,PlhmByPk,9,BX28,BX28 Pelham Bay Park (JIA 28 Approximation),111082.661525,9.223707315014556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.348114465567331,0.000985238052141
306,119,row-et2a_qd3v~ubbb,rv-j9pi~bzcs-rbct,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0101,Financial District-Battery Park City,FiDi,0,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),44672.4863141,1.786237216423128,67967863,02/12/2026 02:47:30 PM,02/12/2026 09:07:10 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10006,110 GREENWICH STREET,GREENWICH STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/12/2026 12:00:00 AM,01 MANHATTAN,1,Precinct 1,1000530033,MANHATTAN,980549,197424,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.708559256619999,-74.013349192809997,POINT (-74.013349192807 40.708559256622),0.137345621987579,0.000190345852810
132,120,row-jgwf~nchn~t8i5,rv-qv88.ss3f_efhz,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0102,Tribeca-Civic Center,TriBeCa,0,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),21219.504238,1.261472287747513,67964321,02/11/2026 01:11:16 PM,02/12/2026 11:49:22 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER,RESIDENTIAL BUILDING,10007,19 PARK PLACE,PARK PLACE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/11/2026 12:00:00 AM,01 MANHATTAN,1,Precinct 1,1001247503,MANHATTAN,981862,199032,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.712973286470003,-74.008613883650000,POINT (-74.008613883648 40.712973286466),0.067559281602390,0.000134443945664
0,121,row-35m6~4fkt.ax64,rv-2evm_u8xd~sygk,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0191,The Battery-Governors Island-Ellis Island-Liberty Island,Btry_GvIsl,9,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),49616.7910027,1.114213710939689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159368172206919,0.000118703824353
1178,122,row-cvdc~gtk4.fepm,rv-zse5_tsck.ha5m,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0201,SoHo-Little Italy-Hudson Square,SoHo,0,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),18577.1114381,1.200017568456637,67986345,02/13/2026 04:41:19 PM,02/13/2026 08:57:10 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT AND NO HOT WATER,RESIDENTIAL BUILDING,10013,124 MOTT STREET,MOTT STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,02/13/2026 12:00:00 AM,02 MANHATTAN,1,Precinct 5,1002380004,MANHATTAN,985122,200955,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.718251740640000,-73.996854312639996,POINT (-73.996854312644 40.718251740639),0.060265594030115,0.000127906070220
453,123,row-hqgr.bbqt.szm9,rv-xs6i_xmmh-3znd,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0202,Greenwich Village,GrnwchVlg,0,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),12974.0060903,0.984823955107992,67984989,02/13/2026 06:13:29 PM,02/12/2026 08:35:14 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT AND NO HOT WATER,RESIDENTIAL BUILDING,10003,56 EAST   13 STREET,EAST   13 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,02 MANHATTAN,2,Precinct 6,1005647502,MANHATTAN,986633,206752,PHONE,Unspecified,MANHATTAN,,,,,,,,40.734162817790001,-73.991401418630005,POINT (-73.991401418626 40.734162817791),0.040235828628744,0.000104980361677
1148,124,row-6gjv-xvvr.674h,rv-xdfn-x2mn_9zkm,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0203,West Village,WstVlg,0,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),23882.3960537,1.339383546193608,67979350,02/13/2026 09:00:58 PM,02/13/2026 09:02:38 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10014,31 BANK STREET,BANK STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,02 MANHATTAN,3,Precinct 6,1006150051,MANHATTAN,983415,207767,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.736949023980003,-74.003013057350003,POINT (-74.003013057351 40.736949023976),0.077553732135577,0.000142784463715
800,125,row-naws.6e3t~jz6g,rv-mvb5~d64c_drje,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0301,Chinatown-Two Bridges,Chntwn,0,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),16461.541911,1.072251113649145,67987652,02/13/2026 10:41:47 PM,02/11/2026 06:03:06 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,10002,227 CHERRY STREET,CHERRY STREET,,,,,ADDRESS,NEW YORK,,,Open,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",02/13/2026 12:00:00 AM,03 MANHATTAN,1,Precinct 7,1002487501,MANHATTAN,986777,198336,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.711062893490002,-73.990884983200004,POINT (-73.990884983197 40.71106289349),0.053115008263936,0.000114269801741
1044,126,row-yww3_nrbn.88pp,rv-y4bb.hpzx_zfg3,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0302,Lower East Side,LES,0,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),22960.7636789,1.530398360984391,67982003,02/13/2026 10:25:37 PM,02/13/2026 02:18:43 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,10002,105 ELDRIDGE STREET,ELDRIDGE STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,03 MANHATTAN,1,Precinct 5,1004180048,MANHATTAN,986454,200869,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.718015459729997,-73.992049231240003,POINT (-73.992049231236 40.718015459732),0.064409579048066,0.000163104438211
3516,127,row-te9a~c8g9.z4hp,rv-3fm4~vgs6.j72i,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0303,East Village,EstVlg,0,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),22375.9305726,1.763744820124721,67982090,02/13/2026 07:33:19 PM,02/13/2026 01:46:50 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10009,518 EAST   12 STREET,EAST   12 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,03 MANHATTAN,2,Precinct 9,1004050017,MANHATTAN,989604,204801,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.728806501800001,-73.980682708939995,POINT (-73.980682708936 40.728806501798),0.070476461765519,0.000187998714230
1264,128,row-ipvc.xpr4-t3ew,rv-nze4-vy26~ydn4,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0401,Chelsea-Hudson Yards,Chls_HdsYd,0,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),40095.2376454,2.756626606460762,67989106,02/13/2026 09:56:59 PM,02/13/2026 03:31:17 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,10001,406 WEST   25 STREET,WEST   25 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,04 MANHATTAN,3,Precinct 10,1007220045,MANHATTAN,984017,211774,PHONE,Unspecified,MANHATTAN,,,,,,,,40.747947276079998,-74.000840908100002,POINT (-74.0008409081 40.747947276081),0.130177773198954,0.000293932514405
1879,129,row-fndy-w87p_9fqd,rv-hkxv-hi9n_cx3b,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0402,Hell's Kitchen,HllsKtchn,0,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),35573.8350331,1.707793525691597,67979333,02/13/2026 09:23:59 PM,02/13/2026 09:11:30 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT AND NO HOT WATER,RESIDENTIAL BUILDING,10036,605 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,04 MANHATTAN,3,Precinct 10,1010907502,MANHATTAN,984633,216515,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.760960111220001,-73.998617464700004,POINT (-73.998617464702 40.760960111222),0.113665814316916,0.000182137827570
533,130,row-y4xz~72wa-88w3,rv-hmhb-kw7t_i7gg,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0501,Midtown South-Flatiron-Union Square,MdtwnSth,0,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),18799.2520872,1.382321663005523,67989209,02/13/2026 06:43:11 PM,02/13/2026 09:15:50 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10016,7 EAST   30 STREET,EAST   30 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,05 MANHATTAN,2,Unspecified,1008600008,MANHATTAN,988181,210950,PHONE,Unspecified,MANHATTAN,,,,,,,,40.745684732329998,-73.985813315480002,POINT (-73.985813315482 40.745684732325),0.059342535736125,0.000147382003405
487,131,row-vf84~upz4_zt74,rv-msug.uxak-srd2,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0502,Midtown-Times Square,Mdtwn_TmSq,0,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),21258.4019045,2.281032282450441,67989305,02/13/2026 07:13:52 AM,02/12/2026 09:12:07 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER,RESIDENTIAL BUILDING,10019,241 WEST   51 STREET,WEST   51 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,05 MANHATTAN,3,Precinct 18,1010230006,MANHATTAN,988564,217044,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.762411036060001,-73.984427187380007,POINT (-73.984427187379 40.76241103606),0.066867264589079,0.000243251349200
298,132,row-cbdp_qhdx_cvs4,rv-avrp-afsp.srbu,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0601,Stuyvesant Town-Peter Cooper Village,StyTwn,0,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),11962.9269609,0.517992058980630,67984958,02/13/2026 09:27:19 AM,02/13/2026 09:15:51 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10010,350 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,06 MANHATTAN,4,Precinct 13,1009780001,MANHATTAN,989890,207105,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.735130238590003,-73.979648886519996,POINT (-73.979648886525 40.735130238593),0.034837637877740,0.000055217894819
1041,133,row-ua7t.jwzu_vukc,rv-ke2n_d7ng_7ihp,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0602,Gramercy,Grmrcy,0,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),12095.3773915,0.699195494698654,67987661,02/13/2026 09:27:29 PM,02/12/2026 12:56:17 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,10010,214 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,06 MANHATTAN,2,Precinct 13,1009020049,MANHATTAN,988940,208122,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.737922207019999,-73.983076113219994,POINT (-73.983076113222 40.737922207024),0.038056665356371,0.000074539687365
772,134,row-63b3_ye57-e8xc,rv-36gq~8dv7~vk3a,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0603,Murray Hill-Kips Bay,MryHl_KpBy,0,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),26035.9635891,1.465203523672658,67983434,02/13/2026 08:02:06 PM,02/12/2026 01:29:07 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,10010,40 WATERSIDE PLAZA,WATERSIDE PLAZA,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,06 MANHATTAN,4,Precinct 13,1009910060,MANHATTAN,991511,208057,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.737742061059997,-73.973798718400005,POINT (-73.973798718396 40.737742061059),0.076172945006827,0.000156219279895
1206,135,row-rsct~56ue.zw46,rv-2rvt.9n6n~nieq,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0604,East Midtown-Turtle Bay,EstMdtwn,0,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),16668.7861558,1.220582990205774,67984933,02/13/2026 11:25:41 AM,02/13/2026 08:26:54 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10017,305 EAST   45 STREET,EAST   45 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,06 MANHATTAN,4,Precinct 17,1013380005,MANHATTAN,992456,213100,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.751583007009998,-73.970382538150005,POINT (-73.970382538147 40.751583007008),0.052970218269573,0.000130160860272
0,136,row-7whq.dzv8_b8t9,rv-2245_ucd8~a8re,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0661,United Nations,UN,6,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),5307.39139215,0.101382243262795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016560565806112,0.000010810300599
783,137,row-n8d7-ei5x~8ajj,rv-6xxg~s8pa-28up,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0701,Upper West Side-Lincoln Square,UWS_LclnSq,0,MN07,MN07 Upper West Side (CD 7 Approximation),19952.4206278,1.467643860311800,67984919,02/13/2026 09:47:21 PM,02/13/2026 12:30:26 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10023,269 WEST   72 STREET,WEST   72 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,07 MANHATTAN,6,Precinct 20,1011640002,MANHATTAN,988795,223250,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.779444771780000,-73.983589119330006,POINT (-73.983589119335 40.779444771782),0.064543416697387,0.000156550402730
3446,138,row-4axu-57rr~zk9t,rv-rt87-g6gs.ak3f,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0702,Upper West Side (Central),UWS_C,0,MN07,MN07 Upper West Side (CD 7 Approximation),24906.0097087,2.360759212873146,67986390,02/13/2026 10:03:05 PM,02/13/2026 03:32:54 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER,RESIDENTIAL BUILDING,10024,140 WEST   86 STREET,WEST   86 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,07 MANHATTAN,6,Precinct 20,1012160048,MANHATTAN,991503,226064,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.787166645870002,-73.973808157679997,POINT (-73.973808157681 40.787166645871),0.078298115209604,0.000251865082533
2190,139,row-583k_nang.9u5z,rv-pqz3~cmum~iwd8,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0703,Upper West Side-Manhattan Valley,UWS_MnVly,0,MN07,MN07 Upper West Side (CD 7 Approximation),14867.8730441,1.226378291111761,67979320,02/13/2026 08:38:51 PM,02/13/2026 10:59:31 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT AND NO HOT WATER,RESIDENTIAL BUILDING,10025,407 CENTRAL PARK WEST,CENTRAL PARK WEST,,,,,ADDRESS,NEW YORK,,,Open,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",02/13/2026 12:00:00 AM,07 MANHATTAN,7,Precinct 24,1018360031,MANHATTAN,994605,228754,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.794546881149998,-73.962602151029998,POINT (-73.962602151028 40.794546881146),0.047897748311872,0.000130862456720
1416,140,row-ppen~tv3s-spz7,rv-meqf_5dxc.6eew,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,0,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),38425.3806097,1.997526796919461,67989108,02/13/2026 10:28:54 PM,02/13/2026 11:13:47 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,10075,1466 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",02/13/2026 12:00:00 AM,08 MANHATTAN,5,Precinct 19,1014710102,MANHATTAN,996998,220015,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.770557522399997,-73.953976238340005,POINT (-73.95397623834 40.770557522403),0.119403511585055,0.000213040678284
608,141,row-tqdt~c5ju-iptb,rv-5dpx_k35b-58db,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0802,Upper East Side-Carnegie Hill,UES_CrngHl,0,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),23778.4102558,1.864156614316107,67979299,02/13/2026 08:33:36 AM,02/13/2026 08:26:54 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,10128,1300 MADISON AVENUE,MADISON AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,08 MANHATTAN,4,Precinct 19,1015040017,MANHATTAN,996465,225232,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.784877563140000,-73.955891029450001,POINT (-73.955891029449 40.784877563143),0.072504360251305,0.000198845216388
1640,142,row-zfjq_xf86-tsgj,rv-qsef~si8u.x2n3,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0803,Upper East Side-Yorkville,UES_Yrkvl,0,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),18113.2939923,1.267675368339339,67989199,02/13/2026 10:35:18 PM,02/13/2026 01:29:39 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10128,1841 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,08 MANHATTAN,8,Precinct 19,1015580023,MANHATTAN,999450,224449,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.782723807300002,-73.945113820619994,POINT (-73.945113820623 40.782723807302),0.056453679118721,0.000135225157491
995,143,row-4jn6_exrb.yuut,rv-vkhq~swsc.gip9,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,1,Manhattan,061,MN0901,Morningside Heights,MrngsdHts,0,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),17757.8076596,1.479297169659233,67984887,02/13/2026 09:27:36 PM,02/13/2026 06:48:08 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT AND NO HOT WATER,RESIDENTIAL BUILDING,10027,503 WEST  122 STREET,WEST  122 STREET,,,,,ADDRESS,NEW YORK,,,Open,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",02/13/2026 12:00:00 AM,09 MANHATTAN,7,Precinct 26,1019770028,MANHATTAN,995718,234663,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.810764089640003,-73.958572376950002,POINT (-73.958572376951 40.81076408964),0.055315663848756,0.000157874445233
